"StateAbbr","PlaceName","Population2010","ACCESS","ARTHRITIS","BINGE","BPHIGH","BPMED","CANCER","CASTHMA","CHD","CHECKUP","CHOLSCREEN","COLON_SCREEN","COPD","COREM","COREW","CSMOKING","DENTAL","DIABETES","DRUGS","HIGHCHOL","KIDNEY","LPA","MAMMOUSE","MHLTH","OBESITY","PAPTEST","PHLTH","SLEEP","STROKE","TEETHLOST","Geolocation"
"NC","Charlotte",731424,21.4,21.8,15.8,31.8,72.3,4.9,8.4,5.1,"Top25th",75.1,66,5.6,37.4,37.9,17.7,"NearAvg",9.2,"BelowAvg",37.3,2.4,19.9,77.8,"Second25th",22.8,84.2,10.9,34.7,2.8,"Poor","(35.20787219690, -80.8300754645)"
"NC","Concord",79066,20.6,24.4,14.2,33.5,75.8,5.8,8.5,6.3,"Top25th",76.6,65.7,6.8,38.4,35.3,20.6,"NearAvg",9.3,"BelowAvg",38,2.5,22.5,78,"Second25th",22.3,83.3,12.3,33.9,3,"Poor","(35.39393169580, -80.6352429349)"
"NC","Durham",228330,22.4,20.6,14.5,31.1,73.7,4.7,8.8,5.1,"Top25th",74.3,68.1,5.5,38.6,37.9,17.7,"AboveAvg",9.2,"BelowAvg",32.1,2.3,21.9,82.5,"Second25th",26.3,83.9,11,33.9,2.9,"Poor","(35.98091474020, -78.9059161097)"
"NC","Fayetteville",200564,21,24.4,14.7,35.2,74.4,4.9,8.9,5.7,"Top25th",72.6,66.9,6.2,36.5,39.7,21.4,"NearAvg",10.4,"BelowAvg",33,2.4,22.9,80.4,"Third25th",28.1,83.5,11.6,39.7,3.1,"Poor","(35.08513095270, -78.9791676456)"
"NC","Gastonia",71741,25.3,30,12.7,37.8,79,6.4,9.5,7.8,"Top25th",76,62.4,8.8,33.9,34.5,24.4,"BelowAvg",12.1,"BelowAvg",42.8,2.8,28.8,75.7,"Top25th",25.6,80.6,15.1,38.4,4,"ExtremelyPoor","(35.24729844310, -81.1836588468)"
"NC","Greensboro",269666,22.1,22.5,14.2,34,75.2,5.4,9,5.9,"Top25th",73.9,67.2,6.4,38,36.8,19.8,"BelowAvg",10.1,"BelowAvg",36.8,2.5,22.2,78.9,"Third25th",27,81.2,11.7,34.8,3.3,"Poor","(36.09604804150, -79.8276833061)"
"NC","Greenville",84554,21.9,18.7,15.1,29.6,70.9,4.1,9.6,4.7,"Top25th",65.4,65.3,5.8,35.5,35.6,20.5,"NearAvg",8,"BelowAvg",32.9,2.1,21.8,78.1,"Third25th",26.3,80.1,10.9,34.5,2.7,"Poor","(35.59592118760, -77.3766133673)"
"NC","High Point",104371,23.6,24.9,13.5,35.4,77,5.8,9.1,6.8,"Top25th",75.9,64.7,7.6,37,35.3,21.5,"BelowAvg",11.2,"BelowAvg",38.6,2.7,24.7,77.5,"Third25th",26.4,79.7,13.4,35.1,3.7,"Poor","(35.98812438030, -79.9932956384)"
"NC","Jacksonville",70145,24.2,14.2,20.5,22.8,61.5,3.2,8.2,3.4,"Third25th",59.7,67.1,4.5,38.5,37.4,22.1,"NearAvg",5.5,"AboveAvg",28,1.6,20.1,78.4,"Third25th",24.9,81.4,8.9,35.2,1.8,"Poor","(34.73311030370, -77.3951822819)"
"NC","Raleigh",403892,19.7,19.2,16.1,26.3,70.4,4.7,8.3,4.5,"Third25th",73.6,68.6,4.9,40.1,38.7,17.6,"AboveAvg",7.7,"BelowAvg",32.1,2,17.7,80.3,"Second25th",22.9,85,9.8,32.2,2.4,"Good","(35.83220809330, -78.6440243809)"
"NC","Wilmington",106476,21.2,24.6,15.5,33.6,76.1,5.9,8.8,6.3,"Top25th",73.8,67.3,6.6,40.3,39.6,18.5,"AboveAvg",9.3,"BelowAvg",38.1,2.4,20.2,80.2,"Third25th",23.1,81.4,11.9,31.8,3.1,"Poor","(34.21027585690, -77.8872842368)"
"NC","Winston-Salem",229617,25.1,25.7,12.8,34.1,79.2,5.8,9.1,6.8,"Top25th",75.2,65.5,7.3,40.5,40.2,20.4,"NearAvg",11.6,"BelowAvg",39,2.7,24.7,81.2,"Third25th",28.6,80.1,13.3,36,3.7,"Poor","(36.10294530390, -80.2609889241)"
"ND","Fargo",105549,11.3,18.4,25.3,26.3,72.7,5,8.5,4.8,"Second25th",66.3,61.9,4,39.3,35.9,17.9,"AboveAvg",6.2,"AboveAvg",31.8,1.9,17.9,76.5,"Lowest25th",26.3,80.9,7.5,28.7,2.1,"Good","(46.86524578320, -96.8289882328)"
"OH","Akron",199110,18.5,29.4,14.7,36.4,80,5.8,11.6,7.7,"Third25th",72.1,54.9,9.6,28.5,26.3,26.5,"BelowAvg",13.2,"AboveAvg",37.6,3.3,31,67.3,"Top25th",30,73.5,15.6,43.7,4,"ExtremelyPoor","(41.08014449420, -81.5219213688)"
"OH","Canton",73007,20,31.5,15.3,37.5,79.3,6.1,11.8,8.3,"Third25th",71.1,53.8,10.7,30.5,26,27.7,"BelowAvg",13.9,"AboveAvg",39.7,3.4,32.8,72.4,"Top25th",30.6,72.8,16.8,41.1,4.2,"ExtremelyPoor","(40.80801926620, -81.3676594998)"
"OH","Cincinnati",296943,18.7,26.6,16.9,34.5,76.6,5.1,11.5,6.7,"Third25th",70,59.2,8.4,32.4,24.3,24.2,"BelowAvg",12.7,"AboveAvg",35.5,3.4,26.2,72.7,"Top25th",30,77.3,14.3,38.6,3.8,"ExtremelyPoor","(39.14117471240, -84.5060004524)"
"OH","Cleveland",396815,24.3,32.3,15.1,39.1,80,5.4,13.2,8.5,"Top25th",72.6,52.6,11,26.2,20.7,27.8,"BelowAvg",17.1,"AboveAvg",37,4.1,34.3,71.3,"Top25th",33.8,72.1,18.6,45.2,5.2,"ExtremelyPoor","(41.47653458210, -81.6805494865)"
"OH","Columbus",787033,16.4,23.8,18.8,30.2,74.4,4.9,10.9,5.6,"Third25th",70.5,60.9,7.2,31,29.3,22.5,"NearAvg",10.5,"AboveAvg",35.5,2.7,25.7,74.9,"Top25th",28.8,79.2,12.6,40.5,2.9,"ExtremelyPoor","(39.98595004840, -82.9851738516)"
"OH","Dayton",141527,21.6,32.1,13.9,38.1,79.2,5.4,12.8,8.5,"Third25th",70.3,55.5,10.6,29.2,22.2,28.5,"BelowAvg",15.6,"AboveAvg",37.9,3.7,31.7,71.9,"Top25th",38.8,73.6,17.7,45.2,4.7,"ExtremelyPoor","(39.77976803900, -84.1997930517)"
"OH","Parma",81601,12.4,30.9,19.4,30.9,79.5,7.1,10.1,7.8,"Top25th",78.7,64,8.5,35.4,29.6,20.7,"AboveAvg",10.6,"AboveAvg",37.2,3.1,23.7,73.2,"Third25th",23.3,79.2,12.7,35.7,3.2,"Poor","(41.38423998380, -81.7285991530)"
"OH","Toledo",287208,19.4,29.8,17.6,35.8,78.8,5.7,11.6,7.8,"Third25th",70.4,56,9.7,28.5,30.4,25.2,"BelowAvg",13.2,"AboveAvg",35.6,3.3,32.2,71.8,"Top25th",33.2,74.4,15.7,39.8,3.8,"ExtremelyPoor","(41.66373996040, -83.5823818449)"
"OH","Youngstown",66982,25.6,33.7,13.5,42.2,81.4,6.3,12.1,10,"Top25th",70.5,51.7,12,28.1,21.6,28.9,"BelowAvg",17.6,"AboveAvg",40,4.2,37.2,69.7,"Top25th",35.1,71.3,19.8,45,5.6,"ExtremelyPoor","(41.09932866070, -80.6463187081)"
"OK","Broken Arrow",98850,12.5,23,15.1,32.7,76.3,5.8,9.1,5.9,"Lowest25th",74.1,62.7,6.2,41.4,41.5,18.6,"NearAvg",8.9,"BelowAvg",38.8,2.3,23.1,68.8,"Second25th",21.9,79.5,11.5,34.2,2.5,"Moderate","(36.03663249110, -95.7809572414)"
"OK","Edmond",81405,11.8,21.1,15.4,30.6,74.8,5.9,9.1,5.5,"Lowest25th",72.3,64.1,5.4,42,43.1,15.4,"AboveAvg",7.7,"BelowAvg",38.4,2.2,19.9,74.4,"Second25th",22.5,81.5,10,31.7,2.2,"Good","(35.66893505160, -97.4159205309)"
"OK","Lawton",96867,20.3,23.6,14.2,33.2,72.9,4.8,10.4,5.9,"Lowest25th",66.3,51.3,7.1,37.2,35.1,23.9,"BelowAvg",10.2,"AboveAvg",35.3,2.3,29.7,68.2,"Top25th",28.3,72.4,13.8,39.3,2.9,"ExtremelyPoor","(34.61705648990, -98.4203934803)"
"OK","Norman",110925,15.9,21.6,15.8,30.9,70.8,4.9,10,5.3,"Lowest25th",65.5,59.7,6,41.1,36,20,"NearAvg",7.8,"AboveAvg",37.7,2,25.1,69.8,"Third25th",25.3,73.7,11.5,33.6,2.2,"Moderate","(35.23350326470, -97.3470413838)"
"OK","Oklahoma City",579999,20.7,23.9,13.6,34.3,75.8,5.6,10.1,6.7,"Lowest25th",70.7,56.3,7.4,37.3,36.7,20.7,"BelowAvg",10.8,"BelowAvg",39.2,2.6,28.3,70.6,"Top25th",26.1,76.4,14,36,3.1,"Poor","(35.46756428800, -97.5137615524)"
"OK","Tulsa",391906,19.5,24.6,13.4,36.3,77.6,5.8,10,7,"Lowest25th",70.1,58.8,7.6,40,37.9,21.3,"BelowAvg",11.2,"BelowAvg",39.6,2.6,28.1,66.1,"Top25th",25.5,74.7,14.4,36.3,3.4,"Poor","(36.12842134250, -95.9036195464)"
"OR","Beaverton",89803,13.9,21.3,18,26.5,69.9,6,8.9,4.7,"Lowest25th",71,62.4,4.8,30.3,30.5,14.9,"AboveAvg",7.8,"BelowAvg",35.4,2.8,15.1,75.5,"Second25th",20.7,81.1,11.1,32.6,2.3,"Good","(45.47957656740, -122.814973469)"
"OR","Bend",76639,11.8,23.8,19.9,28.4,68.6,6.9,9,5.4,"Lowest25th",72.4,65.1,5.3,36.6,29.2,16.1,"AboveAvg",7.6,"AboveAvg",37,2.9,14.7,73,"Second25th",21.4,81.8,11.3,30,2.5,"Good","(44.05618271840, -121.308690416)"
"OR","Eugene",156185,14.6,22.5,19.5,27.3,69.7,6.4,9.7,5.3,"Lowest25th",63.9,63.8,5.7,34.1,30.7,17.5,"AboveAvg",7.5,"AboveAvg",37.2,2.9,14.6,75.5,"Third25th",23.5,77.1,11.9,30.8,2.6,"Good","(44.05593633460, -123.117327584)"
"OR","Gresham",105594,18.6,23.8,20.5,26.9,68.4,6.3,10.3,5.7,"Lowest25th",69.8,59.9,6.5,31.8,27.1,22.3,"NearAvg",9.3,"AboveAvg",35.3,3.1,18.7,72.1,"Top25th",20.8,77.4,14.5,31.2,2.9,"Poor","(45.50242567980, -122.441469029)"
"OR","Hillsboro",91611,15.9,19.6,19.4,24.1,66.6,5.3,9,4.2,"Lowest25th",69.4,61.5,4.7,29.7,31.3,16.4,"AboveAvg",7.3,"AboveAvg",33.4,2.7,15.6,75.1,"Second25th",20.8,81.5,11.2,33.7,2.1,"Good","(45.52902799400, -122.937442209)"
"OR","Medford",74907,17.7,27.3,18,31.8,73.3,7.7,9.8,7.4,"Lowest25th",70.9,57.7,7.5,31.2,25.3,21.6,"BelowAvg",10,"AboveAvg",37.4,3.4,21,70.2,"Third25th",23.4,76.2,15.5,32.3,3.5,"Poor","(42.33719875840, -122.853625909)"
"OR","Portland",583776,13.8,21.1,21.4,25.9,67.1,6,9.6,4.8,"Lowest25th",69.9,63.4,5.1,33.5,29.5,18.5,"AboveAvg",8,"AboveAvg",33.9,2.8,15.1,74.7,"Second25th",20.1,80.4,11.8,29.6,2.4,"Moderate","(45.53718065400, -122.650032751)"
"OR","Salem",154637,18,24.5,17.7,31.1,69.5,6.5,9.7,6.1,"Lowest25th",67.7,61.1,6.4,30.7,28.6,18.9,"NearAvg",9.3,"AboveAvg",35.8,3.1,18.5,73.4,"Third25th",26.1,76,13.9,31.6,2.9,"Moderate","(44.92327315400, -123.024867100)"
"PA","Allentown",118032,27.2,27.8,15.8,32.8,77,5.7,11,7.1,"Second25th",67.5,54.9,7.8,33,27.7,24.1,"BelowAvg",12.7,"AboveAvg",37.8,2.9,32,72,"Top25th",28.8,75.4,16,41.9,3.5,"ExtremelyPoor","(40.59609961800, -75.4755373968)"
"PA","Bethlehem",74982,18.2,27.6,16.7,33.1,78,6.6,10.1,6.9,"Third25th",70.3,62.1,6.7,33.7,29.9,20.2,"NearAvg",10.7,"AboveAvg",38.2,2.6,26.3,75.1,"Third25th",27,77.8,12.5,37.5,3,"Poor","(40.62664025780, -75.3679048175)"
"PA","Erie",101786,18.9,28.3,17.2,33.5,77.6,6.1,11.3,7.3,"Third25th",68.9,59.6,8.6,31.1,28.2,26.9,"BelowAvg",11.5,"AboveAvg",39.3,2.6,25.8,72,"Top25th",28.7,73.9,14.5,36.6,3.6,"ExtremelyPoor","(42.11646987540, -80.0730358517)"
"PA","Philadelphia",1526006,21.4,26.3,18.2,33.5,79.4,5.5,11.5,6.5,"Top25th",71.3,61.4,7.2,29,28.7,25.5,"BelowAvg",12.6,"AboveAvg",36.7,2.9,28.4,79.2,"Top25th",27.2,77.5,14.8,43.9,3.9,"Poor","(40.00931478080, -75.1333888571)"
"PA","Pittsburgh",305704,14.8,27.2,19.7,29.4,78.3,5.7,10.6,6.2,"Third25th",69,59.7,6.6,33.3,25,22.6,"NearAvg",10.2,"AboveAvg",32.6,2.3,23.9,73.1,"Third25th",27.4,77.4,12.1,39.5,3.2,"Poor","(40.43962974860, -79.9762614995)"
"PA","Reading",88082,35.6,28.5,13.8,32.6,76.1,4.8,11.6,7.5,"Third25th",62.2,46.6,8.7,26.8,22.8,28.1,"BelowAvg",14.6,"AboveAvg",39.4,3.1,36,68.9,"Top25th",32.6,70.5,19.1,41.2,3.9,"ExtremelyPoor","(40.33996786860, -75.9266128837)"
"PA","Scranton",76089,17,31,15.7,35.3,79.4,6.9,10.8,7.9,"Top25th",71.9,57.8,8.3,32.9,25.7,23.8,"BelowAvg",11.2,"AboveAvg",37.6,2.6,27.8,70,"Top25th",25.4,74.2,14.4,38.4,3.6,"Poor","(41.40437293620, -75.6649126898)"
"RI","Cranston",80387,10.1,26.7,17.6,33.5,79,6.9,10.9,6.3,"Top25th",81.9,70,6.2,34.4,34.4,17.5,"AboveAvg",9.3,"AboveAvg",38.5,2.3,24.8,83.3,"Second25th",20.1,85.8,11.5,38.2,2.8,"Moderate","(41.76580171350, -71.4861485002)"
"RI","Pawtucket",71148,15.8,27.4,16.4,34.2,77.7,6.1,12.7,6.7,"Top25th",78.9,63.5,7.8,30.8,29.7,22.3,"NearAvg",11,"AboveAvg",37.7,2.6,30.4,80.4,"Top25th",23.3,82.8,14.9,42.1,3.4,"ExtremelyPoor","(41.87445345170, -71.3743580803)"
"RI","Providence",178042,19.8,21.2,17.1,29.9,73.3,4.4,12.4,5.1,"Top25th",70.4,60.3,5.9,29.8,28.2,20.3,"BelowAvg",10.1,"AboveAvg",34.1,2.4,29.9,80.7,"Top25th",25.2,80.5,13.5,41.9,2.7,"Poor","(41.82348053300, -71.4218129335)"
"RI","Warwick",82672,8.1,30.2,17.9,34.7,78.1,7.5,10.3,6.6,"Top25th",83.8,71.8,6.5,36,37.3,17.5,"AboveAvg",9.1,"AboveAvg",37.1,2.3,23.2,80.7,"Second25th",23.2,85.1,11.8,35.9,2.9,"Moderate","(41.70647273010, -71.4345615049)"
"SC","Charleston",120083,16.8,22.3,21.2,29.9,77.7,5.8,8.5,5.1,"Third25th",73.6,69,5.3,44,35.8,17.6,"AboveAvg",8.9,"AboveAvg",37.6,2.1,18.8,77.3,"Second25th",23.4,82.2,9.9,34.1,2.7,"Moderate","(32.81369618920, -79.9673818990)"
"SC","Columbia",129272,22.8,21,19,29.5,73.3,4.6,9.2,4.8,"Second25th",68.9,63.2,5.8,36.3,33.8,20.4,"BelowAvg",9.9,"AboveAvg",33.9,2.1,22.4,78.9,"Third25th",28.5,79.8,11.6,40,2.9,"Poor","(34.03660695660, -80.9037852694)"
"SC","Mount Pleasant",67843,10.4,23.6,22,29.2,78.9,7,7.3,5.1,"Third25th",81.6,72.6,4.7,48.5,40.8,13.9,"AboveAvg",7.6,"AboveAvg",39.9,1.9,15,78.3,"Lowest25th",19.4,86.4,8.4,30.5,2.2,"Good","(32.85382745840, -79.8230343029)"
"SC","North Charleston",97471,27.5,24.5,18.6,33.5,77,4.9,9.8,5.7,"Third25th",72.9,59.4,7.2,37.4,29.6,24.6,"BelowAvg",11.9,"AboveAvg",37.4,2.5,27.1,74.1,"Top25th",28.2,78.3,14,40.9,3.6,"ExtremelyPoor","(32.91009150710, -80.0738525014)"
"SC","Rock Hill",66154,21.8,25.3,15.4,37.9,75,5.5,9.6,5.6,"Second25th",73.6,61.9,6.7,31.5,31.2,22,"BelowAvg",10.9,"AboveAvg",36.3,2.3,23.5,70.8,"Third25th",27.2,79.1,12.8,40,3.2,"Poor","(34.94036114960, -81.0249178286)"
"SD","Rapid City",67956,13.7,25.7,17.4,30.8,78.2,6.7,8.7,7,"Third25th",70.8,62.2,6.1,45,34.3,21.5,"AboveAvg",8.7,"AboveAvg",33.6,2.3,20.6,70,"Lowest25th",22.3,81.2,10.7,28,3.1,"Poor","(44.07050095640, -103.218361421)"
"SD","Sioux Falls",153888,12.9,21.9,19.4,27.1,75.9,5.8,8.6,5.7,"Third25th",71.1,64.5,5.1,42.1,35.3,19.4,"AboveAvg",7.3,"AboveAvg",33.1,1.9,19.5,76.4,"Lowest25th",24.7,84.6,9,27.5,2.5,"Moderate","(43.53880675370, -96.7313495858)"
"TN","Chattanooga",167674,19.5,28.9,10.8,40.4,80.6,6.5,9.9,7.8,"Top25th",76.1,60.8,8.9,34.7,34.6,23.6,"BelowAvg",13.3,"BelowAvg",36.3,3.2,29.5,76.6,"Top25th",28.4,81.8,15.9,37.4,4,"ExtremelyPoor","(35.06624721650, -85.2466771892)"
"TN","Clarksville",132929,18.3,23,13.5,32.4,73.2,4.8,9.5,5.2,"Top25th",71.4,61.4,6.7,35.2,37.1,24.4,"BelowAvg",9.1,"AboveAvg",32.6,2.4,26.5,77,"Top25th",24.5,82.8,12.8,38.7,2.5,"Poor","(36.56968315900, -87.3432371614)"
"TN","Knoxville",178874,19.1,27.5,11.5,33.3,77.9,6.1,10,6.7,"Top25th",72.9,61.5,8.2,37.9,38.7,25.2,"BelowAvg",10.3,"BelowAvg",33.9,2.8,26.9,76.8,"Top25th",26.2,81.2,14.8,38.3,3.2,"ExtremelyPoor","(35.96905945310, -83.9495877264)"
"TN","Memphis",646889,23.9,27.3,10,41,79.4,5.4,10.9,7.1,"Top25th",75,59.5,8.7,29,32.3,24.7,"BelowAvg",14.4,"BelowAvg",36,3.3,31.2,77.6,"Top25th",29.3,82.6,16.7,39.9,4.4,"ExtremelyPoor","(35.10462950420, -89.9789060850)"
"TN","Murfreesboro",108755,16.6,22,14.2,31.1,72.4,4.9,9.3,5,"Top25th",70.3,63.3,6.3,38.7,36.7,22.5,"BelowAvg",8.1,"AboveAvg",31.4,2.3,23,77.5,"Top25th",24.4,82.9,11.9,36.9,2.3,"Poor","(35.85077819500, -86.4086282380)"
"TN","Nashville",601222,18.7,24.6,13.1,33.6,78.1,5.6,9.6,6.2,"Top25th",74.6,61.3,7.2,35.3,35.4,23.2,"BelowAvg",10.4,"BelowAvg",33.5,2.6,26.1,79,"Top25th",25.4,83.3,13.9,36.6,3,"ExtremelyPoor","(36.17122299040, -86.7845944773)"
"TX","Abilene",117063,26.5,21.3,16.9,30.1,74.9,5.7,9,6,"Second25th",69.3,57.4,6.5,31.5,30.4,19.3,"BelowAvg",10.3,"AboveAvg",37.7,3.2,27,71.9,"Second25th",26.8,74.6,12.1,34.8,3,"Moderate","(32.45465108980, -99.7383043723)"
"TX","Allen",84246,13.5,16.7,19.6,24.7,70.7,5,7.5,3.5,"Third25th",79.1,64,3.8,34.6,38,12.8,"AboveAvg",7,"BelowAvg",31.4,2.4,18.2,77.5,"Lowest25th",20.5,83,7.6,33.5,1.7,"Good","(33.10870432340, -96.6735373763)"
"TX","Amarillo",190695,26,22.1,16.5,31.1,76.8,6.1,8.7,6.1,"Second25th",72,58.3,6.5,32.3,32.5,18.5,"BelowAvg",10.6,"AboveAvg",38,3.3,27.9,71.8,"Second25th",25.3,75.1,12.1,32.8,3,"Moderate","(35.20038355440, -101.828292514)"
"TX","Arlington",365438,25.6,19.1,16.3,29.9,73,5,9,4.8,"Second25th",72.7,60.7,5.6,34.5,34.4,17.7,"BelowAvg",9.9,"BelowAvg",34.8,2.9,25.3,73.5,"Second25th",25.9,78.6,11.1,36.1,2.5,"Good","(32.69983686200, -97.1250896120)"
"TX","Austin",790390,23.5,14,21.4,23.4,67.9,4.2,7.8,3.8,"Lowest25th",68.8,58.6,4.2,33.4,31.3,14.1,"NearAvg",7.7,"AboveAvg",33,2.3,20.3,74.2,"Lowest25th",21.5,81.8,9.3,29.6,2,"Good","(30.30686103420, -97.7554771245)"
"TX","Baytown",71802,32.3,20.9,16.3,32.5,75.7,5.2,8.8,6.1,"Third25th",72,54.8,6.8,27.9,29.1,18.4,"BelowAvg",11.9,"BelowAvg",38.2,3.1,29.6,72.2,"Second25th",26.6,75.3,13.2,36,3.2,"Poor","(29.75711530430, -94.9676276217)"
"TX","Beaumont",118296,27.4,23.3,15.1,36.8,79.1,5.6,9.8,6.4,"Third25th",71,57.4,7,27.9,28.9,20.8,"BelowAvg",13.5,"BelowAvg",37.8,3.7,30.3,74.6,"Second25th",30.2,75.8,13.3,37.7,4,"Poor","(30.08441664700, -94.1441072222)"
"TX","Brownsville",175023,48.6,19.8,13.3,32.3,75,4,8.4,6.7,"Lowest25th",63.6,44,6,27,19.9,18,"BelowAvg",16.2,"BelowAvg",40.2,3.4,37.2,64.6,"Third25th",31.5,71.6,17,35.1,3.3,"ExtremelyPoor","(25.99819778610, -97.4566343763)"
"TX","Bryan",76201,31.2,17.8,16.4,28.5,73.1,4.7,9.2,5.1,"Third25th",66.5,59.1,5.9,34.5,30.7,18.5,"NearAvg",10.3,"BelowAvg",33.9,3,27.6,71.5,"Third25th",27.8,75,12.4,33.3,2.8,"Moderate","(30.66656875820, -96.3663819223)"
"TX","Carrollton",119097,21.9,18.6,16.9,27.7,73.1,5,7.9,4.5,"Third25th",74.8,60,4.8,34,34.5,15.2,"NearAvg",9.2,"BelowAvg",36.5,2.8,23.5,76.1,"Lowest25th",21.6,78.1,10,32.6,2.2,"Good","(32.98843845900, -96.9001374330)"
"TX","College Station",93857,22.1,9.4,20.9,17.4,58.6,2.9,8.8,2.4,"Second25th",53.2,65.8,3.5,38.3,34.6,14.9,"AboveAvg",4.5,"AboveAvg",24.9,1.7,18.4,74,"Second25th",23.9,71.6,7.3,29.3,1.3,"Good","(30.58676158010, -96.2957958614)"
"TX","Corpus Christi",305215,30.4,22.4,16.9,32.2,76.3,5.3,8.2,6.1,"Third25th",70.9,56.1,5.7,28.5,26.8,17.8,"BelowAvg",12.9,"BelowAvg",38.6,3.2,29.1,76.6,"Second25th",29.9,77.8,13,35.2,3,"Moderate","(27.72915883370, -97.4019095379)"
"TX","Dallas",1197816,33.8,19.5,16.5,31.8,73.2,4.7,9.1,5.4,"Second25th",67.3,55.8,5.9,31.7,30,18.6,"BelowAvg",11.8,"AboveAvg",36,3.2,29.7,76,"Second25th",27.6,75.7,13.1,35.4,3.2,"Poor","(32.79398040660, -96.7656929463)"
"TX","Denton",113383,24.4,16.5,18.6,24.1,69.2,4.5,8.9,4.1,"Second25th",66.3,60.3,5,34.7,32.8,17.5,"BelowAvg",7.3,"AboveAvg",33,2.6,22.6,73.4,"Second25th",24.4,73.5,9.6,32.1,2.1,"Good","(33.21561604430, -97.1412438684)"
"TX","Edinburg",77100,42.5,16.2,16.2,26.3,70.2,3.3,7.7,4.7,"Lowest25th",60.4,49.2,4.4,28.9,26.6,14.3,"BelowAvg",12.1,"BelowAvg",35.8,2.8,28.3,70.3,"Second25th",29.2,75,12.8,32.1,2.3,"Moderate","(26.31558439740, -98.1637130371)"
"TX","El Paso",649121,37.1,19.8,16.5,30.6,76.6,4.4,8,6.1,"Second25th",68.7,50.6,5.2,25,24.4,15.7,"BelowAvg",14.8,"BelowAvg",36.9,3.2,28.7,71,"Second25th",28.2,77.2,13.7,33.8,2.9,"Moderate","(31.84811235060, -106.432021874)"
"TX","Fort Worth",741206,28.9,19.5,16.5,30.6,73.7,4.8,9.3,5.2,"Second25th",72.1,57.5,6,32,30.9,18.8,"BelowAvg",11.1,"AboveAvg",34.7,3.1,27.4,72.3,"Second25th",27.4,78.2,12.3,36.6,2.9,"Poor","(32.78019280400, -97.3470323225)"
"TX","Frisco",116989,12.6,15.5,20.1,23.4,69.3,4.8,7.3,3.2,"Third25th",79,66.3,3.4,35.7,38.4,12.1,"AboveAvg",6.3,"BelowAvg",31.1,2.3,16.6,78,"Lowest25th",20.5,84.4,6.9,32,1.5,"Good","(33.15075451520, -96.8201336312)"
"TX","Garland",226876,29.8,20.4,16.1,30.7,73.9,5.1,8.7,5.5,"Third25th",70.3,57.3,6.1,32.7,31.9,17.9,"BelowAvg",11.2,"BelowAvg",37.5,3.2,28.8,75.6,"Second25th",24.1,75.3,12.6,34.4,2.9,"Moderate","(32.91007998670, -96.6304258603)"
"TX","Grand Prairie",175396,29,18.2,16.9,29.3,71.8,4.4,8.6,4.7,"Second25th",70.2,57.3,5.3,31.7,30.9,17.3,"BelowAvg",10.5,"BelowAvg",34.8,2.9,27.2,75.7,"Second25th",25.2,78.4,11.6,35.6,2.5,"Poor","(32.68676502380, -97.0209311916)"
"TX","Houston",2099451,33.2,18.4,16,32.3,74.4,4.5,8.5,5.2,"Third25th",70.2,55.7,5.7,27.8,29.8,17,"BelowAvg",11.8,"BelowAvg",36.9,2.9,28.9,74.2,"Second25th",27.3,75.4,12.3,36.5,3.1,"Poor","(29.78066913960, -95.3860033966)"
"TX","Irving",216290,29.6,16.8,17,27.2,69.6,4.2,8.2,4.5,"Second25th",66.3,55.5,5.1,32.6,31.2,16.7,"BelowAvg",9.5,"BelowAvg",34.4,2.7,26.8,75.2,"Second25th",23.8,76.1,11.3,34,2.4,"Poor","(32.85838081310, -96.9703058323)"
"TX","Killeen",127921,25.3,16.5,17.8,27.6,69.3,3.7,9.1,3.8,"Third25th",65.8,56.6,4.8,32.5,29.4,20.6,"BelowAvg",8.9,"AboveAvg",31.1,2.6,26,73.4,"Second25th",26.8,76.8,10.4,38.4,2.3,"Moderate","(31.07576481430, -97.7285651299)"
"TX","Laredo",236091,46.7,18.6,14.7,29.8,72.9,3.4,8.2,5.8,"Lowest25th",62.2,43.5,5.2,24.2,19.8,17.5,"BelowAvg",14.7,"BelowAvg",37.2,3.1,36.2,67.9,"Third25th",30.3,73.4,15.9,33.6,2.9,"Poor","(27.54825724750, -99.4867797312)"
"TX","League City",83560,14.7,17.9,18.4,26.3,72.7,5.4,7.5,4,"Third25th",76.5,64.9,4.1,35.2,37.5,14.6,"AboveAvg",7.4,"BelowAvg",34,2.5,17.9,77.2,"Lowest25th",22.1,84,8,32,1.9,"Good","(29.48729958080, -95.1089858945)"
"TX","Lewisville",95290,22.5,16.5,19,23.8,69.6,4.4,8.1,3.9,"Third25th",73.4,58.8,4.5,33,32.1,16.6,"NearAvg",7.8,"AboveAvg",32.4,2.5,22.4,74,"Lowest25th",22.8,78.5,9.3,33.2,2,"Good","(33.04519924290, -96.9829273031)"
"TX","Longview",80455,26.1,23.5,15.9,34.3,76.9,6.3,9.4,6.5,"Third25th",72.4,58.6,7.1,32.2,30.9,20.3,"BelowAvg",11.7,"AboveAvg",38.7,3.5,28.8,71.1,"Second25th",28.5,76.2,12.8,35.5,3.5,"Poor","(32.51928578560, -94.7621975980)"
